authors,title,journal,year,month,volume_issue,pages,doi,url,featured,ignore,themes,lab_authors,pdf_url,code_url,brief_url,ppt_url,press_url,image_filename,summary,abstract,system,response
"Zhang, Qiang; Wang, Yuexuanzi; Xiao, Qingyang; Geng, Guannan; Davis, Steven J.; Liu, Xiaodong; Yang, Jin; Liu, Jiajun; Huang, Wenyu; He, Changpei; Luo, Binhe; Martin, Randall V.; Brauer, Michael; Randerson, James T.; He, Kebin",Long-range PM2.5 pollution and health impacts from the 2023 Canadian wildfires,Nature,2025,9,645(8081),672-678,10.1038/s41586-025-09482-1,https://doi.org/10.1038/s41586-025-09482-1,FALSE,,"air pollution,trade,impacts",steve-davis,,,,,,,"Canadian wildfires in 2023 increased fine particulate pollution globally, causing health impacts across North America and Europe through long-range transport.","Smoke from extreme wildfires in Canada adversely affected air quality in many regions in 2023 , . Here we use satellite observations, machine learning and a chemical transport model to quantify global and regional PM 2.5 (particulate matter less than 2.5 Œºm in diameter) exposure and human health impacts related to the 2023 Canadian wildfires. We find that the fires increased annual PM 2.5 exposure worldwide by 0.17 Œºg m ‚Äì3 (95% confidence interval, 0.09‚Äì0.26 Œºg m ‚Äì3 ). North America had the largest increase in annual mean exposure (1.08 Œºg m ‚Äì3 ; 0.82‚Äì1.34 Œºg m ‚Äì3 ), but there were also increases in Europe (0.41 Œºg m ‚Äì3 ; 0.32‚Äì0.50 Œºg m ‚Äì3 ) owing to long-range transport. Annual mean PM 2.5 exposure in Canada increased by 3.82 Œºg m ‚Äì3 (3.00‚Äì4.64 Œºg m ‚Äì3 ). In the USA, the contribution of the Canadian fires to increased PM 2.5 was 1.49 Œºg m ‚Äì3 (1.22‚Äì1.77 Œºg m ‚Äì3 ), four times as large ‚Ä¶",,"impacts:air-pollution,mitigation:trade,impacts"
"Zhang, Shujie; Zhao, Wenli; Zhu, Biqing; Yan, Chunhua; Song, Xuanren; Jiang, Hou; Fang, Jianing; Ciais, Philippe; Xuan, Ning; Gentine, Pierre; Davis, Steven J.; Liu, Zhu; Qiu, Guo Y.",A near-real time daily European Power Consumption and Carbon Intensity Dataset (ECON-PowerCI),Scientific Data,2025,10,12(1),1693,10.1038/s41597-025-05978-7,https://doi.org/10.1038/s41597-025-05978-7,FALSE,,"energy,emissions",steve-davis,,,,,,,A dataset tracking daily power carbon intensity across 35 European countries from 2015–2024 accounts for cross-border electricity flows.,"We present a near-real-time daily European Consumption-based Power Carbon Intensity Dataset (ECON-PowerCI), developed from the CarbonMonitor power production dataset for Europe. Spanning from January 2015 to December 2024, the dataset encompasses 35 European countries, with daily updates and a one-day latency. ECON-PowerCI provides consumption-based power carbon intensity at the national level, accounting for cross-border electricity net imports in the country of consumption. By integrating ENTSO-E (The European Network of Transmission System Operators for Electricity) data, ECON-PowerCI enables comprehensive analysis of carbon intensity trends shaped by cross-border transmissions, extreme weather events, and disruptions like the COVID-19 pandemic and geopolitical conflicts. This dataset facilitates in-depth study of the effect of cross-border electricity flows on national carbon …",energy,mitigation
"Zhao, H.Y.; Zhang, Q.; Guan, D.; Davis, S.J.; Liu, Z.; Huo, H.; Lin, J.T.; Liu, W.D.; He, K.B.","Corrigendum to"" Assessment of China's virtual air pollution transport embodied in trade by using a consumption-based emission inventory"" published in Atmos. Chem. Phys., 15 ‚Ä¶",Atmospheric Chemistry and Physics,2015,6,15(12),6815-6815,,https://escholarship.org/uc/item/16s7740g,FALSE,IGNORE,trade,steve-davis,,,,,,,This corrigendum corrects calculations in an analysis of how China's trade exports air pollution embodied in manufactured goods.,"Corrigendum to ""Assessment of China's virtual air pollution transport embodied in trade by using a consumption-based emission inventory"" published in Atmos. Chem. Phys., 15, 5443‚Äì5456, 2015 Skip to main content eScholarship Open Access Publications from the University of California Search eScholarship Refine Search All of eScholarship This Series UC Irvine UC Irvine Previously Published Works banner UC Irvine Deposit ManageSubmissions Menu About eScholarship UC Open Access Policies Journals Academic Units RSS eScholarship UC Irvine UC Irvine Previously Published Works Download PDF Main PDF Share EmailFacebook Corrigendum to ""Assessment of China's virtual air pollution transport embodied in trade by using a consumption-based emission inventory"" published in Atmos. Chem. Phys., 15, 5443‚Äì5456, 2015 2015 Zhao, HY; Zhang, Q; Guan, D; Davis, SJ; Liu, Z; Huo, H; Lin, JT; Liu, WD; ‚Ä¶",,mitigation:trade
"Zhao, H.Y.; Zhang, Q.; Guan, D.B.; Davis, S.J.; Liu, Z.; Huo, H.; Lin, J.T.; Liu, W.D.; He, K.B.",Assessment of China's virtual air pollution transport embodied in trade by using a consumption-based emission inventory,Atmospheric Chemistry and Physics,2015,5,15(10),5443-5456,10.5194/acp-15-5443-2015,https://doi.org/10.5194/acp-15-5443-2015,FALSE,,"air pollution,trade,impacts",steve-davis,,,,,,,"China's interprovincial trade redistributes air pollution emissions, with wealthy eastern regions importing pollution from less developed western areas.","Substantial anthropogenic emissions from China have resulted in serious air pollution, and this has generated considerable academic and public concern. The physical transport of air pollutants in the atmosphere has been extensively investigated; however, understanding the mechanisms how the pollutant was transferred through economic and trade activities remains a challenge. For the first time, we quantified and tracked China's air pollutant emission flows embodied in interprovincial trade, using a multiregional input‚Äìoutput model framework. Trade relative emissions for four key air pollutants (primary fine particle matter, sulfur dioxide, nitrogen oxides and non-methane volatile organic compounds) were assessed for 2007 in each Chinese province. We found that emissions were significantly redistributed among provinces owing to interprovincial trade. Large amounts of emissions were embodied in the imports of eastern regions from northern and central regions, and these were determined by differences in regional economic status and environmental policy. It is suggested that measures should be introduced to reduce air pollution by integrating cross-regional consumers and producers within national agreements to encourage efficiency improvement in the supply chain and optimize consumption structure internationally. The consumption-based air pollutant emission inventory developed in this work can be further used to attribute pollution to various economic activities and final demand types with the aid of air quality models.",,"impacts:air-pollution,mitigation:trade,impacts"
"Zhao, Hongyan; Geng, Guannan; Zhang, Qiang; Davis, Steven J.; Li, Xin; Liu, Yang; Peng, Liqun; Li, Meng; Zheng, Bo; Huo, Hong; Zhang, Lin; Henze, Daven K.; Mi, Zhifu; Liu, Zhu; Guan, Dabo; He, Kebin",Inequality of household consumption and air pollution-related deaths in China,Nature communications,2019,9,10(1),4337,10.1038/s41467-019-12254-x,https://doi.org/10.1038/s41467-019-12254-x,FALSE,,"air pollution,trade,impacts",steve-davis,,,,,,,"Wealthy urban households cause more air pollution deaths through goods consumption, while rural households cause more through direct fuel burning.","Substantial quantities of air pollution and related health impacts are ultimately attributable to household consumption. However, how consumption pattern affects air pollution impacts remains unclear. Here we show, of the 1.08 (0.74‚Äì1.42) million premature deaths due to anthropogenic PM 2.5 exposure in China in 2012, 20% are related to household direct emissions through fuel use and 24% are related to household indirect emissions embodied in consumption of goods and services. Income is strongly associated with air pollution-related deaths for urban residents in which health impacts are dominated by indirect emissions. Despite a larger and wealthier urban population, the number of deaths related to rural consumption is higher than that related to urban consumption, largely due to direct emissions from solid fuel combustion in rural China. Our results provide quantitative insight to consumption-based ‚Ä¶",,"impacts:air-pollution,mitigation:trade,impacts"
"Zhao, Hongyan; Li, Xin; Zhang, Qiang; Jiang, Xujia; Lin, Jintai; Peters, Glen P.; Li, Meng; Geng, Guannan; Zheng, Bo; Huo, Hong; Zhang, Lin; Wang, Haikun; Davis, Steven J.; He, Kebin",Effects of atmospheric transport and trade on air pollution mortality in China,Atmospheric Chemistry and Physics,2017,9,17,10367-10381,10.5194/acp-17-10367-2017,https://doi.org/10.5194/acp-17-10367-2017,FALSE,,"air pollution,trade,impacts",steve-davis,,,,,,,"A third of China's air pollution deaths result from cross-regional atmospheric transport, and over half relate to consumption elsewhere.","Air quality is a major environmental concern in China, where premature deaths due to air pollution have exceeded 1 million people per year in recent years. Here, using a novel coupling of economic, physical and epidemiological models, we estimate the premature mortality related to anthropogenic outdoor air pollution in seven regions of China in 2010 and show for the first time how the distribution of these deaths in China is determined by a combination of economic activities and physical transport of pollution in the atmosphere. We find that 33 % (338 600 premature deaths) of China's -related premature mortality in 2010 were caused by pollutants emitted in a different region of the country and transported in the atmosphere, especially from north to south and from east to west. Trade further extended the cross-regional impact; 56 % of (568 900 premature deaths) China's -related premature mortality was related to consumption in another region, including 423 800 (42 % of total) and 145 100 (14 %) premature deaths from domestic consumption and international trade respectively. Our results indicate that multilateral and multi-stage cooperation under a regional sustainable development framework is in urgent need to mitigate air pollution and related health impacts, and efforts to reduce the health impacts of air pollution in China should be prioritized according to the source and location of emissions, the type and economic value of the emitting activities, and the related patterns of consumption.",,"impacts:air-pollution,mitigation:trade,impacts"
"Zhao, Wenli; Zhu, Biqing; Davis, Steven J.; Ciais, Philippe; Hong, Chaopeng; Liu, Zhu; Gentine, Pierre",Reliance on fossil fuels increases during extreme temperature events in the continental United States,Communications Earth & Environment,2023,12,4(1),473,10.1038/s43247-023-01147-z,https://www.nature.com/articles/s43247-023-01147-z,FALSE,,"energy,impacts,emissions",steve-davis,,,,,,,"Extreme heat and cold events force U.S. power grids to rely more heavily on fossil fuels, particularly in states with higher renewable capacity.","Increasing extreme climate events driven by climate change raise the question of their impacts on the power production system, and implications for renewable versus fossil power supply. Here, using climate reanalysis data and daily electricity generation (2018‚Äì2023), we systematically quantify the impact of extreme climate events, specifically extreme cold events and extreme hot events on United States state-level carbon emissions and on the carbon intensity of electricity. We find that extreme climate events increase the carbon intensity of the energy production, increasing the reliance on fossil-based sources of energy and reducing the capacity of renewables. The states with more renewable electricity generation were also more affected by extreme temperatures. Our results reveal the extent to which the reliability and resilience of the current United States electricity system depends on fossil energy during ‚Ä¶",energy,"impacts,mitigation"
"Zheng, Bo; Ciais, Philippe; Chevallier, Frederic; Yang, Hui; Canadell, Josep G.; Chen, Yang; Velde, Ivar R. V. D.; Aben, Ilse; Chivieco, Emilio; Davis, Steven J.; Deeter, Merritt; Hong, Choapeng; Kong, Yawen; Li, Haiyan; Li, Hui; Lin, Xin; He, Kebin; Zhang, Qiang",Record-high CO‚ÇÇ emissions from boreal fires in 2021,Science,2023,3,379(6635),912-917,10.1126/science.ade0805,https://doi.org/10.1126/science.ade0805,FALSE,,"fire,impacts,emissions",steve-davis,,,,,,,Boreal forest fires emitted a record share of global fire CO‚ÇÇ in 2021 due to simultaneous extreme droughts in North America and Eurasia.,"Extreme wildfires are becoming more common and increasingly affecting Earth‚Äôs climate. Wildfires in boreal forests have attracted much less attention than those in tropical forests, although boreal forests are one of the most extensive biomes on Earth and are experiencing the fastest warming. We used a satellite-based atmospheric inversion system to monitor fire emissions in boreal forests. Wildfires are rapidly expanding into boreal forests with emerging warmer and drier fire seasons. Boreal fires, typically accounting for 10% of global fire carbon dioxide emissions, contributed 23% (0.48 billion metric tons of carbon) in 2021, by far the highest fraction since 2000. 2021 was an abnormal year because North American and Eurasian boreal forests synchronously experienced their greatest water deficit. Increasing numbers of extreme boreal fires and stronger climate‚Äìfire feedbacks challenge climate mitigation efforts.",,"impacts,mitigation"
"Zheng, Bo; Zhang, Qiang; Davis, Steven J.; Ciais, Philippe; Hong, Chaopeng; Li, Meng; Liu, Fei; Tong, Dan; Li, Haiyan; He, Kebin",Infrastructure Shapes Differences in the Carbon Intensities of Chinese Cities,Environmental Science and Technology,2018,4,,doi: 10.1021/acs.est.7b05654,10.1021/acs.est.7b05654,https://doi.org/10.1021/acs.est.7b05654,FALSE,,energy,steve-davis,,,,,,,"Chinese cities' carbon intensity ranges from 0.09 to 7 kg CO‚ÇÇ per dollar GDP, driven largely by differences in infrastructure.","The carbon intensity of economic activity, or CO‚ÇÇ emissions per unit GDP, is a key indicator of the climate impacts of a given activity, business, or region. Although it is well-known that the carbon intensity of countries varies widely according to their level of economic development and dominant industries, few studies have assessed disparities in carbon intensity at the level of cities due to limited availability of data. Here, we present a detailed new inventory of emissions for 337 Chinese cities (every city in mainland China including 333 prefecture-level divisions and 4 province-level cities, Beijing, Tianjin, Shanghai, and Chongqing) in 2013, which we use to evaluate differences of carbon intensity between cities and the causes of those differences. We find that cities‚Äô average carbon intensity is 0.84 kg of CO‚ÇÇ per dollar of gross domestic product (kgCO 2 per $GDP), but individual cities span a large range: from 0.09 to 7 ‚Ä¶",energy,
"Zheng, Dongsheng; Tong, Dan; Davis, Steven J.; Qin, Yue; Liu, Yang; Xu, Ruochong; Yang, Jin; Yan, Xizhe; Geng, Guannan; Che, Huizheng; Zhang, Qiang",Climate change impacts on the extreme power shortage events of wind-solar supply systems worldwide during 1980‚Äì2022,Nature Communications,2024,6,15(1),5225,10.1038/s41467-024-48966-y,https://doi.org/10.1038/s41467-024-48966-y,FALSE,,"energy,impacts",steve-davis,,,,,,,"Climate change has lengthened extreme power shortages in wind-solar systems worldwide since 1980, with larger increases in developing countries.","Economic productivity depends on reliable access to electricity, but the extreme shortage events of variable wind-solar systems may be strongly affected by climate change. Here, hourly reanalysis climatological data are leveraged to examine historical trends in defined extreme shortage events worldwide. We find uptrends in extreme shortage events regardless of their frequency, duration, and intensity since 1980. For instance, duration of extreme low-reliability events worldwide has increased by 4.1 hours (0.392 hours per year on average) between 1980‚Äì2000 and 2001‚Äì2022. However, such ascending trends are unevenly distributed worldwide, with a greater variability in low- and middle-latitude developing countries. This uptrend in extreme shortage events is driven by extremely low wind speed and solar radiation, particularly compound wind and solar drought, which however are strongly disproportionated ‚Ä¶",energy,impacts
"Zheng, Dongsheng; Yan, Xizhe; Tong, Dan; Davis, Steven J.; Caldeira, Ken; Lin, Yuanyuan; Guo, Yaqin; Li, Jingyun; Wang, Peng; Ping, Liying; Feng, Shijie; Liu, Yang; Cheng, Jing; Chen, Deliang; He, Kebin; Zhang, Qiang",Strategies for climate-resilient global wind and solar power systems,Nature,2025,6,643(8074),1263-1270,10.1038/s41586-025-09266-7,https://doi.org/10.1038/s41586-025-09266-7,FALSE,,"energy,impacts",steve-davis,,,,,,,Climate change will increase electricity costs during peak demand periods in wind and solar‚Äìdominated grids unless countries invest in flexible backup capacity.,"Climate change may amplify the frequency and severity of supply‚Äìdemand mismatches in future power systems with high shares of wind and solar energy , . Here we use a dispatch optimization model to assess potential increases in hourly costs associated with the climate-intensified gaps under fixed, high penetrations of wind and solar energy generation. We further explore various strategies to enhance system resilience in the face of future climate change. We find that extreme periods‚Äîdefined as hours in the upper decile of hourly costs (that is, the most costly 10% of hours)‚Äîare likely to become more costly in the future in most countries, mainly because of the increased need for investments in flexible energy capacity. For example, under the Shared Socioeconomic Pathway SSP1‚Äì2.6 scenario, 47 countries that together account for approximately 43.5% of global future electricity generation are projected to ‚Ä¶",energy,impacts
"Zheng, Yixuan; Davis, Steven J.; Persad, Geeta G.; Caldeira, Ken",Climate effects of aerosols reduce economic inequality,Nature Climate Change,2020,2,10(3),220-224,10.1038/s41558-020-0699-y,https://www.nature.com/articles/s41558-020-0699-y,FALSE,,"impacts,emissions",steve-davis,,,,,,,"Aerosol pollution has cooled the planet, reducing economic inequality by harming wealthy cold regions while benefiting poorer warm regions.","The climate effects of anthropogenic aerosols have masked some of the warming induced by GHGs along with some impacts of that warming. These temperature effects may be beneficial but are almost certainly overwhelmed by aerosols‚Äô negative health impacts. Recent analyses of economic impacts have concluded that warming harms economies in warm climates, but provides economic benefits in cold climates. Here we investigate whether aerosol-induced cooling would have a positive effect on less wealthy economies in hotter regions and a negative effect on wealthier economies in colder regions. Climate simulations over the historical period both with and without anthropogenic aerosol emissions, using a fully coupled ocean and atmosphere climate model, indicate that in year 2010 anthropogenic aerosol emissions were cooling the Earth by 0.72 ¬± 0.02 ¬∞C relative to a scenario without such emissions ‚Ä¶",,"impacts,mitigation"
"Zheng, Yixuan; Zhang, Qiang; Tong, Dan; Davis, Steven J.; Caldeira, Ken",Climate effects of China's efforts to improve its air quality,Environmental Research Letters,2020,9,15(10),104052,10.1088/1748-9326/ab9e21,https://iopscience.iop.org/article/10.1088/1748-9326/ab9e21,FALSE,,"air pollution,impacts,emissions",steve-davis,,,,,,,"China's air quality policies reduced aerosols that had masked warming, inadvertently allowing more solar heat to reach Earth's surface.","Facing severe air pollution issues, China has implemented a series of clean air policies aimed to improve the country‚Äôs air quality. These policies largely focused on reducing emissions of major air pollutants such as sulfur dioxide (SO‚ÇÇ ) and primary aerosols. However, changes in such pollution also affect radiative forcing. To understand the climate consequences of these clean air actions in China, we evaluate the near-equilibrium climate response to sustained changes in aerosol (and precursors) emission rates equivalent to those that occurred in China between 2006 and 2017. During this period, China‚Äôs SO‚ÇÇ emissions declined by ‚àº70%, and black carbon emissions declined by ‚àº30%. Climate simulations that used a fully coupled ocean and atmosphere climate model indicate that China‚Äôs reductions in aerosol emission rates from 2006 to 2017 may exert a net increase in global radiative forcing of 0.09 ¬± 0.03 ‚Ä¶",,"impacts:air-pollution,impacts,mitigation"
"Zhou, Chuanlong; Zhu, Biqing; Davis, Steven J.; Liu, Zhu; Halff, Antoine; Arous, Simon B.; Rodrigues, Hugo D. A.; Ciais, Philippe",Natural gas supply from Russia derived from daily pipeline flow data and potential solutions for filling a shortage of Russian supply in the European Union (EU),Earth System Science Data,2023,3,15(2),949-961,10.5281/zenodo.7549233,https://essd.copernicus.org/articles/15/949/2023/essd-15-949-2023.html,FALSE,,"energy,emissions",steve-davis,,,,,,,"Detailed dataset shows Russian gas supplied 15‚Äì40% of EU demand across sectors, with renewable heating and LNG imports as potential replacements.","Russia is the largest natural gas supplier to the European Union (EU). The invasion of Ukraine was followed by a cutoff of gas supplies from Russia to many EU countries, and the EU is planning to ban or drastically reduce its dependence on Russia. We provide a dataset of daily gas consumption in five sectors (household and public building heating, power, industry, and other sectors) with supply source shares in the EU27 (27 EU member countries) and UK from 2016 to 2022. The datasets are available at Zenodo platform: https://doi.org/10.5281/zenodo.7549233 (Zhou et al., 2022). The dataset separates the contributions of Russian imports, liquefied natural gas (LNG) imports, and other supply sources to both direct supply and storage supply for gas consumption estimations. The dataset was developed with a gas network flow simulation model based on mass flow balance by combining data from multiple datasets including daily ENTSOG (European Network of Transmission System Operators for Gas) pipeline gas transport and storage, ENTSOE (European Network of Transmission System Operators for Electricity) daily power production from gas, and Eurostat monthly gas consumption statistics per sector. The annual consumption data were validated against the BP Statistical Review of World Energy and Eurostat datasets. We secondly analyzed the share of gas supplied by Russia in each country to quantify the ‚Äúgap‚Äù that would result from a cessation of all Russian exports to Europe. Thirdly, we collected multiple data sources to assess how national gaps could be alleviated by (1) reducing the demand for heating in a plausible way using the ‚Ä¶",energy,mitigation
"Zhou, Chuanlong; Zhu, Biqing; Halff, Antoine; Davis, Steven J.; Liu, Zhu; Bowring, Simon; Arous, Simon B.; Ciais, Philippe",Europe‚Äôs adaptation to the energy crisis: Reshaped gas supply-transmission-consumption structures and driving factors from 2022 to 2024,Earth System Science Data,2024,7,2024,21-Jan,10.5281/zenodo.11175364,https://essd.copernicus.org/articles/17/3431/2025/,FALSE,IGNORE,energy,steve-davis,,,,,,,"Europe sharply reduced natural gas consumption after Russia's invasion, shifting to liquefied imports and restructuring supply networks.","The 2022 invasion of Ukraine by Russia triggered a significant energy crisis in the EU27 (27 EU member countries) and UK (hereafter EU27&UK), leading to profound changes in their natural gas supply, transmission, and consumption dynamics. To analyze those pattern shifts, we first update our natural gas supply dataset, EUGasSC, with daily country- and sector-specific supply sources. We then provide a newly constructed daily intra-EU (European Union) natural gas transmission dataset, EUGasNet, with specified supply sources utilizing the ENTSOG (European Network of Transmission System Operators for Gas) and EUGasSC data. To further understand the economic and climatic impacts, we finally developed EUGasImpact, a daily dataset with sector-specific driving factors of consumption changes based on change attribution models using multiple open datasets. Those datasets are available on the Zenodo platform: 10.5281/zenodo.11175364 (Zhou et al., 2024). On the supply side, Russian gas supply to the EU27&UK was cut by 87.8 % (976.8 TW h per winter) during the post-invasion winters compared to the previous winters. Liquefied natural gas (LNG) imports became the largest gas supply source, rising from 20.7 % to 37.5 % of the total gas supply. Our intra-EU gas transmission analysis showed that the gas transmission network was adjusted to mitigate the large gas shortfalls in Germany and distribute LNG arrivals. Total gas consumption fell by 19.0 %, which was driven by (1) consumer behavioral changes in household heating (contributed to 29 % of the total reduction; the following numbers are also percentage contributions ‚Ä¶",energy,
"Zhou, Chuanlong; Zhu, Biqing; Halff, Antoine; Davis, Steven J.; Liu, Zhu; Bowring, Simon; Arous, Simon B.; Ciais, Philippe",Europe's adaptation to the energy crisis: reshaped gas supply‚Äìtransmission‚Äìconsumption structures and driving factors from 2022 to 2024,Earth System Science Data,2025,7,17(7),3431-3446,10.5194/essd-17-3431-2025,https://doi.org/10.5194/essd-17-3431-2025,FALSE,,"energy,emissions",steve-davis,,,,,,,,,energy,mitigation
"Zhu, Biqing; Deng, Zhu; Song, Xuanren; Zhao, Wenli; Huo, Da; Sun, Taochun; Ke, Piyu; Cui, Duo; Lu, Chenxi; Zhong, Haiwang; Hong, Chaopeng; Qiu, Jian; Davis, Steven J.; Gentine, Pierre; Ciais, Philippe; Liu, Zhu",CarbonMonitor-Power near-real-time monitoring of global power generation on hourly to daily scales,Scientific Data,2023,4,10(1),217,10.1038/s41597-023-02094-2,https://www.nature.com/articles/s41597-023-02094-2,FALSE,,"energy,emissions",steve-davis,,,,,,,Near-real-time hourly power generation data from 37 countries reveals global electricity system dynamics and pandemic impacts across fossil and renewable sources.,"We constructed a frequently updated, near-real-time global power generation dataset: CarbonMonitor-Power since January, 2016 at national levels with near-global coverage and hourly-to-daily time resolution. The data presented here are collected from 37 countries across all continents for eight source groups, including three types of fossil sources (coal, gas, and oil), nuclear energy and four groups of renewable energy sources (solar energy, wind energy, hydro energy and other renewables including biomass, geothermal, etc.). The global near-real-time power dataset shows the dynamics of the global power system, including its hourly, daily, weekly and seasonal patterns as influenced by daily periodical activities, weekends, seasonal cycles, regular and irregular events (i.e., holidays) and extreme events (i.e., the COVID-19 pandemic). The CarbonMonitor-Power dataset reveals that the COVID-19 pandemic ‚Ä¶",energy,mitigation
"Zhu, Shupeng; Kinnon, Michael M.; Carlos-Carlos, Andrea; Davis, Steven J.; Samuelsen, Scott",Decarbonization will lead to more equitable air quality in California,Nature Communications,2022,9,13,5738,10.1038/s41467-022-33295-9,https://doi.org/10.1038/s41467-022-33295-9,FALSE,,"air pollution,energy,impacts,emissions",steve-davis,,,,,,,"Building electrification delivers greater air quality improvements than other decarbonization strategies, with benefits concentrated in disadvantaged communities.","Air quality associated public health co-benefit may emerge from climate and energy policies aimed at reducing greenhouse gas (GHG) emissions. However, the distribution of these co-benefits has not been carefully studied, despite the opportunity to tailor mitigation efforts so they achieve maximum benefits within socially and economically disadvantaged communities (DACs). Here, we quantify such health co-benefits from different long-term, low-carbon scenarios in California and their distribution in the context of social vulnerability. The magnitude and distribution of health benefits, including within impacted communities, is found to varies among scenarios which reduce economy wide GHG emissions by 80% in 2050 depending on the technology- and fuel-switching decisions in individual end-use sectors. The building electrification focused decarbonization strategy achieves ~15% greater total health benefits than ‚Ä¶",energy,"impacts:air-pollution,impacts,mitigation"
"Inman, Mason; Sanchez, Daniel L.; Mastrandrea, Michael D.; Davis, Steven J.; Fries, Karen",An unprecedented push for low-carbon energy innovation,,2016,5,,,,https://scholar.google.com/scholar?cluster=10297057907005693739&hl=en&oi=scholarr,FALSE,IGNORE,,steve-davis,,,,,,,Governments are combining innovation support and market policies to accelerate low-carbon energy deployment and reduce energy-sector emissions.,"To ensure that low-carbon energy sources continue growing rapidly with the aim of cutting energy-sector greenhouse gas emissions to near-zero, governments around the world have been focused on two major efforts: a “push” from innovation that helps make low-carbon energy cheaper and more versatile, and a “pull” from policies and market design that encourage the commercial scale-up of low-carbon energy.",,
"Bergero, Candelaria; Cheng, Jing; Zhang, Qiang; Ou, Yang; McJeon, Haewon; Nock, Destenie; Azevedo, Ines; Davis, Steven J.",Carbon dioxide removal could perpetuate community-scale inequalities of US air pollution in net-zero scenarios,,2024,11,,,,https://eartharxiv.org/repository/view/8136/,FALSE,IGNORE,"carbon management,impacts,air pollution",steve-davis,,,,,,,Relying heavily on carbon removal in net-zero plans may worsen air pollution inequalities for low-income and non-white communities compared to emission reduction alone.,"Pathways to net-zero reduce GHG emissions and improve air quality, but the magnitude and distribution of these improvements will depend on specific mitigation decisions, such as the amount of carbon dioxide removals (CDR). Here, we combine a series of models and datasets to analyze community-scale PM2.5 impacts across the contiguous U.S. of net-zero scenarios with different levels of CDR. Both the high- and low-CDR scenarios avoid many PM2.5-related deaths compared to a reference scenario, decreasing from around 200,000 to 160,000 and 130,000 deaths in 2050 in the high- and low-CDR scenarios, respectively. However, the low-CDR pathway leads to lower residual emissions and brings larger health benefits that disproportionately affect non-white and low-income groups. Our results thus suggest that in the absence of concerted transition planning, large-scale CDR deployment could be at odds with the equal distribution of climate mitigation-related health benefits in the U.S.",,"mitigation:carbon-management,impacts,impacts:air-pollution"
"Liu, Zhu; Ciais, Philippe; Deng, Zhu; Davis, Steven J.; Zheng, Bo; Wang, Yilong; Cui, Duo; Zhu, Biqing; Dou, Xinyu; Ke, Piyu; Sun, Taochun; Guo, Rui; Boucher, Olivier; Breon, Francois-Marie; Lu, Chenxi; Guo, Runtao; Boucher, Eulalie; Chevallier, Frederic",Carbon Monitor: a near-real-time daily dataset of global CO‚ÇÇ emission from fossil fuel and cement production (preprint),,2020,,,,,,FALSE,IGNORE,energy,steve-davis,,,,,,,,,energy,
